English,Russian,Hindi
I'll try.,Я попытаюсь.,मेँ कोशिश करुंगा।
I'll try.,Попытаюсь.,मेँ कोशिश करुंगा।
I'll win.,Я выиграю.,मैं जीतूंगा.
I'm a DJ.,Я диджей.,मैं एक डीजे हूं.
I'm back.,Я вернулся.,मैं वापस आ गया हूं।
I'm back.,Это опять я.,मैं वापस आ गया हूं।
I'm back.,Я вернулась.,मैं वापस आ गया हूं।
I'm bald.,Я лысый.,मेरे सिर पर बाल नहीं है।
I'm bald.,Я лысая.,मेरे सिर पर बाल नहीं है।
I'm busy.,Я занят.,मैं व्यस्त हूं।
I'm busy.,Я занята.,मैं व्यस्त हूं।
I'm calm.,Я спокойна.,मैं शांत हूँ।
I'm cold.,Мне холодно.,मुझे ठंड लग रही है।
I'm cold.,Я замёрз.,मुझे ठंड लग रही है।
I'm cold.,Я замёрзла.,मुझे ठंड लग रही है।
I'm cool.,Я классный.,मैं ठीक हूँ।
I'm cool.,Я классная.,मैं ठीक हूँ।
I'm cool.,Я крут.,मैं ठीक हूँ।
I'm cool.,Я клёвая.,मैं ठीक हूँ।
I'm deaf.,Я глухой.,मैं बहरा हूँ।
I'm deaf.,Я глухая.,मैं बहरा हूँ।
I'm done.,Я закончил.,मेरा काम हो गया।
I'm easy.,Меня не волнует.,मैं सहज हूं।
I'm fair.,Я честный.,मैं सही हूं।
I'm fast.,Я быстрый.,मैं तेज हूं।
I'm fast.,Я быстрая.,मैं तेज हूं।
I'm fine.,Со мной всё в порядке.,मैं ठीक हूँ।
I'm fine.,Я в порядке.,मैं ठीक हूँ।
I'm free!,Я свободна!,मैं व्यस्त नहीं हूं!
I'm free!,Я свободен!,मैं व्यस्त नहीं हूं!
I'm free.,Я свободна.,मैं व्यस्त नहीं हूं।
I'm full.,Я наелся.,मेरा पेट भर चुका है।
I'm full.,Я сыт.,मेरा पेट भर चुका है।
I'm full.,Я сыта.,मेरा पेट भर चुका है।
I'm full.,Я наелась.,मेरा पेट भर चुका है।
I'm glad.,Я рад.,मैं खुश हूं।
I'm glad.,Я рада.,मैं खुश हूं।
I'm good.,Я хороший.,मैं अच्छा हूँ।
I'm good.,Я хорошая.,मैं अच्छा हूँ।
I'm here.,Я здесь.,मैं यहाँ हूँ।
I'm here.,Я тут.,मैं यहाँ हूँ।
I'm high.,Я под кайфом.,मैं नशे में हूँ।
I'm home.,Я дома.,मेँ घर पर हूँ।
I'm hurt.,Я травмирован.,मुझे चोट लगी है।
I'm hurt.,Я травмирована.,मुझे चोट लगी है।
I'm last.,Я последний.,मैं आखिरी हूं.
I'm last.,Я последняя.,मैं आखिरी हूं.
I'm late.,Я опоздал.,मुझे देर हो गई।
I'm late.,Я опоздала.,मुझे देर हो गई।
I'm late.,Я опаздываю.,मुझे देर हो गई।
I'm lazy.,Я ленивый.,मैं आलसी हूँ।
I'm lazy.,Я лентяй.,मैं आलसी हूँ।
I'm lazy.,Я ленивая.,मैं आलसी हूँ।
I'm lost.,Я заблудился.,मैं हार गया हूं।
I'm lost.,Я потерялся.,मैं हार गया हूं।
I'm lost.,Я заблудилась.,मैं हार गया हूं।
I'm lost.,Я потерялась.,मैं हार गया हूं।
I'm mean.,Я подлый.,मैं नीच हूं।
I'm mean.,Я вредный.,मैं नीच हूं।
I'm mean.,Я зловредный.,मैं नीच हूं।
I'm mean.,Я злой.,मैं नीच हूं।
I'm mean.,Я злая.,मैं नीच हूं।
I'm neat.,Я аккуратный.,मैं साफ़-सुथरा हूँ.
I'm neat.,Я аккуратная.,मैं साफ़-सुथरा हूँ.
I'm next.,Я следующий.,मैं अगला हूं.
I'm numb.,Я немой.,मैं सुन्न पड़ गया हूँ।
I'm numb.,Я немая.,मैं सुन्न पड़ गया हूँ।
I'm okay.,У меня всё хорошо.,मैं ठीक हूँ।
I'm okay.,Я в порядке.,मैं ठीक हूँ।
I'm okay.,У меня всё в порядке.,मैं ठीक हूँ।
I'm poor.,Я бедная.,मैं गरीब हूँ।
I'm poor.,Я бедный.,मैं गरीब हूँ।
I'm rich.,Я богат.,मैं अमीर हूँ।
I'm rich.,Я богата.,मैं अमीर हूँ।
I'm rich.,Я богатая.,मैं अमीर हूँ।
I'm rich.,Я богатый.,मैं अमीर हूँ।
I'm safe.,Я в безопасности.,मैं सुरक्षित हूं।
I'm sick.,Я болен.,मैं बीमार हूं।
I'm sick.,Я болею.,मैं बीमार हूं।
I'm sick.,Я больна.,मैं बीमार हूं।
I'm slow.,Я медлительный.,मैं धीमा हूं।
I'm slow.,Я медленный.,मैं धीमा हूं।
I'm slow.,Я медленная.,मैं धीमा हूं।
I'm slow.,Я медлительная.,मैं धीमा हूं।
I'm sure.,Я уверена.,मुझे यकीन है।
I'm sure.,Я убеждён.,मुझे यकीन है।
I'm tall.,Я высокий.,मैं लंबा हूँ।
I'm tall.,Я высокая.,मैं लंबा हूँ।
I'm thin.,Я худой.,मैं पतली हूँ।
I'm tidy.,Я опрятный.,मैं साफ-सुथरा हूं.
I'm tidy.,Я опрятная.,मैं साफ-सुथरा हूं.
I'm ugly.,Я уродина.,मैं बदसूरत हूं।
I'm ugly.,Я некрасивая.,मैं बदसूरत हूं।
I'm ugly.,Я некрасивый.,मैं बदसूरत हूं।
I'm ugly.,Я безобразен.,मैं बदसूरत हूं।
I'm ugly.,Я безобразна.,मैं बदसूरत हूं।
I'm warm.,Мне тепло.,मैं गर्म हूं।
I'm weak.,Я слаб.,मैं कमजोर हूँ।
I'm weak.,Я слаба.,मैं कमजोर हूँ।
I'm weak.,Я слабый.,मैं कमजोर हूँ।
I'm weak.,Я слабая.,मैं कमजोर हूँ।
I'm well.,Со мной всё хорошо.,मैं अच्छा हूँ।
I'm wise.,Я умный.,मैं बुद्धिमान हूं.
I've won.,Я выиграл.,मैं जीत गया।
I've won.,Я победил.,मैं जीत गया।
It helps.,Это помогает.,यह मदद करता है।
It hurts.,Больно.,यह दुखदायक है।
It works.,Это работает.,यह काम करता है।
It works.,Работает.,यह काम करता है।
It's Tom.,Это Том.,यह टॉम है.
It's fun.,Это забавно.,मजा आता है।
It's his.,Это его.,यह है उसकी।
It's hot.,Жарко.,गर्मी है.
It's hot.,Она горячая.,गर्मी है.
It's hot.,Он горячий.,गर्मी है.
It's hot.,Оно горячее.,गर्मी है.
It's new.,Это новая.,यह नया है।
It's new.,Он новый.,यह नया है।
It's new.,Она новая.,यह नया है।
It's new.,Оно новое.,यह नया है।
It's new.,Этот новый.,यह नया है।
It's odd.,Это странно.,यह अजीब है।
