English,Russian
I am full.,Я сыт.
I am full.,Я наелась.
I am good.,Я хороший.
I am good.,Я хорошая.
I am lost.,Я заблудился.
I am lost.,Я заблудилась.
I am okay.,Со мной всё в порядке.
I am okay.,У меня всё хорошо.
I am okay.,Я в порядке.
I am okay.,У меня всё в порядке.
I am sick.,Я болен.
I am sick.,Мне дурно.
I am sick.,Я болею.
I am sick.,Я больна.
I am sure.,Я уверена.
I am sure.,Я убеждён.
I am tall.,Я высокий.
I am tall.,Я высокая.
I am well.,У меня всё хорошо.
I am well.,Я в порядке.
I approve.,Я одобряю.
I approve.,Я даю добро.
I beg you.,Умоляю тебя.
I beg you.,Умоляю вас.
I blinked.,Я моргнул.
I blinked.,Я моргнула.
I can fly.,Я могу летать.
I can fly.,Я умею летать.
I can run.,Я умею бегать.
I can run.,Я могу побежать.
I can ski.,Я умею кататься на лыжах.
I can win.,Я могу выиграть.
I can win.,Я могу победить.
I cheated.,Я смошенничал.
I cheated.,Я смошенничала.
I cheated.,Я сжульничал.
I cheated.,Я сжульничала.
I cheered.,Я аплодировал.
I cheered.,Я рукоплескал.
I coughed.,Я кашлянул.
I crashed.,Я разбился.
I crashed.,Я разбилась.
I cringed.,Я съёжился.
I escaped.,Я сбежал.
I escaped.,Я сбежала.
I fainted.,Я упал в обморок.
I fainted.,Я упала в обморок.
I fear so.,"Боюсь, что так."
I frowned.,Я нахмурился.
I frowned.,Я нахмурилась.
I gave up.,Я сдался.
I giggled.,Я хихикнул.
I giggled.,Я хихикнула.
I give in.,Сдаюсь.
I give up.,Я сдаюсь.
I give up.,Сдаюсь.
I gloated.,Я злорадствовал.
I gloated.,Я злорадствовала.
I got hot.,Мне стало жарко.
I got mad.,Я разозлился.
I got mad.,Я рассердилась.
I got mad.,Я взбеленился.
I got mad.,Я взбесился.
I got mad.,Я рассвирепел.
I grinned.,Я ухмыльнулся.
I grinned.,Я ухмыльнулась.
I groaned.,Я простонал.
I groaned.,Я стонал.
I groaned.,Я стонала.
I groaned.,Я охнул.
I groaned.,Я простонала.
I grunted.,Я крякнул.
I grunted.,Я проворчал.
I hate TV.,Я ненавижу телевизор.
I hate it.,Ненавижу его.
I hate it.,Ненавижу её.
I have it.,Он у меня есть.
I have it.,Она у меня есть.
I have it.,Оно у меня есть.
I have it.,Он у меня.
I have it.,Она у меня.
I have it.,Оно у меня.
I hit Tom.,Я ударил Тома.
I hit Tom.,Я ударила Тома.
I hope so.,"Надеюсь, что так."
I hope so.,Надеюсь.
I knew it.,Я это знал.
I knew it.,Я знал это.
I laughed.,Я смеялся.
I laughed.,Я рассмеялся.
I like it.,Мне это нравится.
I like it.,Это мне нравится.
I lost it.,Я его потерял.
I lost it.,Я её потерял.
I love it!,Обожаю это!
I made it.,У меня получилось.
I may win.,"Я, может быть, выиграю."
I may win.,Я могу выиграть.
I may win.,Я могу победить.
I mean it!,Я серьёзно!
I met Tom.,Я Тома встретил.
I met Tom.,Я встретил Тома.
I met him.,Я его встретил.
I miss it.,Мне её не хватает.
I miss it.,Мне его не хватает.
I must go.,Я должен идти.
I must go.,Я должен пойти.
I must go.,Я должен поехать.
I need it.,Мне нужно это.
I need it.,Он мне нужен.
I need it.,Она мне нужна.
I need it.,Оно мне нужно.
I noticed.,Я заметил.
I prepaid.,Я заплатил вперёд.
I prepaid.,Я заплатила вперёд.
I prepaid.,Я внёс предоплату.
I prepaid.,Я внесла предоплату.
I promise.,Обещаю.
I promise.,Я обещаю.
I relaxed.,Я расслабился.
I relaxed.,Я расслабилась.
I retired.,Я вышел на пенсию.
I retired.,Я вышла на пенсию.
I said no.,Я сказал нет.
I said so.,Я так сказал.
I saw Tom.,Я видел Тома.
I saw him.,Я видел его.
I saw him.,Я его видел.
I saw one.,Я одного видел.
I saw one.,Я одну видел.
I saw one.,Я одно видел.
I saw one.,Я один видел.
I saw you.,Я тебя видел.
I saw you.,Я вас видел.
I saw you.,Я Вас видел.
I see Tom.,Я вижу Тома.
I see you.,Я тебя вижу.
I see you.,Я вас вижу.
I slipped.,Я поскользнулся.
I slipped.,Я поскользнулась.
I sneezed.,Я чихнул.
I sneezed.,Я чихнула.
I stopped.,Я остановился.
I stopped.,Я остановилась.
I studied.,Я занимался.
I sweated.,Я вспотел.
I sweated.,Я вспотела.
I tripped.,Я споткнулся.
I tripped.,Я оступился.
I want it.,Я этого хочу.
I was fat.,Я был толстым.
I was fat.,Я была толстой.
I was fat.,Я был толстый.
I was fat.,Я была толстая.
I was new.,Я был новеньким.
I was new.,Я была новенькой.
I was new.,Я был новенький.
I was new.,Я была новенькая.
I was sad.,Мне было грустно.
I was shy.,Я был робок.
I was shy.,Я был застенчив.
I was wet.,Я был мокрый.
I was wet.,Я была мокрая.
I will go.,Я пойду.
I will go.,Я поеду.
I woke up.,Я проснулся.
I woke up.,Я проснулась.
I'd agree.,Я бы согласился.
I'd agree.,Я бы согласилась.
I'd agree.,Я была бы согласна.
I'd do it.,Я бы сделал это.
I'd leave.,Я бы уехал.
I'd leave.,Я бы ушёл.
I'll call.,Я позвоню.
I'll cook.,Я буду готовить.
I'll help.,Я помогу.
I'll live.,Я буду жить.
I'll lose.,Я проиграю.
I'll obey.,Я подчинюсь.
I'll obey.,Я послушаюсь.
I'll pack.,Я соберу чемодан.
I'll pass.,Я пройду.
I'll quit.,Я уволюсь.
I'll quit.,Я прекращу.
I'll quit.,Я брошу.
I'll sing.,Я буду петь.
I'll sing.,Я запою.
I'll sing.,Я спою.
I'll stay.,Я останусь.
I'll stop.,Я остановлюсь.
I'll stop.,Я перестану.
I'll swim.,Я поплаваю.
I'll talk.,Я буду говорить.
I'll talk.,Я поговорю.
I'll work.,Я буду работать.
I'm a CPA.,Я дипломированный бухгалтер.
I'm a cop.,Я полицейская.
I'm a fan.,Я фанат.
I'm a fan.,Я фанатка.
I'm a man.,Я мужчина.
I'm a man.,Я человек.
I'm a man.,Я мужик.
I'm a nun.,Я монахиня.
I'm a pro.,Я профи.
I'm a spy.,Я шпионка.
I'm a spy.,Я шпион.
I'm a vet.,Я - ветеран.
I'm a vet.,Я - ветеринар.
I'm alive.,Я жив.
I'm alive.,Я жива.
I'm alive.,Я живой.
I'm alive.,Я живая.
I'm alone.,Я один.
I'm alone.,Я одна.
I'm alone.,Я в одиночестве.
I'm angry.,Я зол.
I'm angry.,Я зла.
I'm angry.,Я злюсь.
I'm angry.,Я разозлён.
I'm angry.,Я разозлена.
I'm armed.,Я вооружён.
I'm armed.,Я вооружена.
I'm armed.,Я вооружен.
I'm awake.,Я проснулся.
I'm awake.,Я бодрствую.
I'm awake.,Я не сплю.
I'm awake.,Я проснулась.
I'm blind.,Я слепая.
I'm blind.,Я слепой.
I'm bossy.,Я властный.
I'm bossy.,Я властная.
I'm brave.,Я храбрый.
I'm brave.,Я храбрая.
I'm brave.,Я смелый.
I'm brave.,Я смелая.
I'm brave.,Я отважный.
I'm brave.,Я отважная.
I'm broke.,Я на нуле.
I'm broke.,Я на мели.
I'm clean.,Я чистый.
I'm clean.,Я чистая.
I'm crazy.,Я псих.
I'm crazy.,Я сумасшедший.
I'm crazy.,Я сумасшедшая.
I'm cured.,Я излечен.
I'm cured.,Меня вылечили.
I'm cured.,Я излечена.
I'm dizzy.,У меня голова кружится.
I'm dizzy.,У меня кружится голова.
I'm drunk.,Я пьян.
I'm drunk.,Я пьяна.
I'm drunk.,Я пьяный.
I'm drunk.,Я пьяная.
I'm dying.,Я умираю.
I'm early.,Я рано.
I'm first.,Я первый.
I'm first.,Я первая.
I'm fussy.,Я придирчивый.
I'm fussy.,Я придирчивая.
I'm going.,Я ухожу.
I'm going.,"Ну, я пойду."
I'm going.,Я иду.
I'm happy.,Я доволен.
I'm loved.,Я любим.
I'm loved.,Я любима.
I'm loved.,Меня любят.
I'm loyal.,Я преданный.
I'm loyal.,Я преданная.
I'm lucky.,Мне везёт.
I'm lucky.,Я везучий.
I'm lucky.,Я удачлив.
I'm lucky.,Я удачлива.
I'm lying.,Вру.
I'm lying.,Я лежу.
I'm lying.,Я лгу.
I'm lying.,Я вру.
I'm naive.,Я наивный.
I'm naive.,Я наивная.
I'm naked.,Я раздетый.
I'm naked.,Я голый.
I'm naked.,Я голая.
I'm needy.,Я нуждаюсь.
I'm needy.,Я в нужде.
I'm obese.,Я жирный.
I'm older.,Я старше.
I'm picky.,Я разборчивый.
I'm picky.,Я разборчивая.
I'm pudgy.,Я довольно толстый.
I'm pudgy.,Я довольно толстая.
I'm quiet.,Я тихий.
I'm ready!,Я готова!
I'm ready!,Я готов!
I'm ready.,Я готов.
I'm ready.,Я готова.
I'm right.,Я прав.
I'm short.,Я невысокая.
I'm short.,Я небольшого роста.
I'm short.,Я низкий.
I'm short.,Я низкая.
I'm small.,Я маленький.
I'm small.,Я маленькая.
I'm smart.,Я умный.
I'm smart.,Я умная.
I'm sober.,Я трезв.
I'm sober.,Я трезвый.
I'm sober.,Я трезвая.
I'm sober.,Я трезва.
I'm sorry.,Прошу прощения.
I'm sorry.,Извините.
I'm sorry.,Я извиняюсь.
I'm sorry.,Извините...
I'm sorry.,Мне жаль.
I'm sorry.,Сожалею.
I'm sorry.,Сожалею!
I'm stuck.,Я в тупике.
I'm tense.,Я напряжен.
I'm tense.,Я напряжена.
I'm timid.,Я робкий.
I'm tipsy.,Я подвыпивший.
I'm tipsy.,Я подвыпившая.
I'm tipsy.,Я навеселе.
I'm tired.,Я устал!
I'm tired.,Я устала!
I'm tired.,Я устала.
I'm tough.,Я крутой.
I'm tough.,Я крутая.
I'm upset.,Я расстроен.
I'm upset.,Я расстроена.
I'm upset.,Я огорчён.
I'm upset.,Я огорчена.
I'm wrong.,Я неправ.
I'm wrong.,Я неправа.
I'm young.,Я молод.
I'm young.,Я молодой.
I'm young.,Я молодая.
I'm yours.,Я – твой.
I'm yours.,Я – ваш.
I'm yours.,Я твой.
I'm yours.,Я твоя.
I've lost.,Я проиграл.
Ignore it.,Не обращайте на это внимания.
Ignore it.,Игнорируй это.
Ignore it.,Игнорируйте это.
Ignore it.,Не обращай на это внимания.
Is Tom OK?,Том в порядке?
Is Tom in?,Том там?
Is Tom in?,Том внутри?
Is he Tom?,Это Том?
Is he Tom?,Он Том?
Is it bad?,Это плохо?
Is it big?,Он большой?
Is it big?,Она большая?
Is it big?,Оно большое?
Is it far?,Это далеко?
Is it hot?,Это горячо?
Is it new?,Новое?
Is it new?,Оно новое?
Is it new?,Он новый?
Is it new?,Она новая?
Is it new?,Новый?
Is it new?,Новая?
Is it you?,Это ты?
Is it you?,Это Вы?
It burned.,Он сгорел.
It burned.,Она сгорела.
It burned.,Оно сгорело.
It failed.,Из этого ничего не вышло.
It failed.,Ничего не получилось.
It failed.,Ничего не вышло.
It rained.,Шёл дождь.
It snowed.,Шёл снег.
It stinks.,Это дурно пахнет.
It worked.,Это сработало.
It's 2:30.,Сейчас половина третьего.
It's 2:30.,Сейчас полтретьего.
It's 2:30.,Сейчас два тридцать.
It's 3:30.,Сейчас половина четвёртого.
It's 3:30.,Сейчас полчетвёртого.
It's 7:45.,Сейчас семь сорок пять.
It's 8:30.,Сейчас полдевятого.
It's 8:30.,Сейчас 8:30.
It's 8:30.,Сейчас восемь тридцать.
It's 9:15.,Сейчас девять пятнадцать.
