English,Russian,Hindi
I'm dying.,Я умираю.,मैं मर रहा हूं।
I'm early.,Я рано.,मैं जल्दी हूं।
I'm first.,Я первый.,मैं पहली बार कर रहा हूँ।
I'm fussy.,Я суетливый.,मैं उधम मचा रहा हूँ.
I'm going.,Я иду.,मैं जा रहा हूं।
I'm happy.,Я счастлив.,मैं खुश हूं।
I'm loved.,Я любил.,मुझे प्यार किया जाता है।
I'm loyal.,Я лояльный.,मैं वफादार हूं।
I'm lucky.,Я счастливчик.,मैं भाग्यशाली हूँ।
I'm lying.,Я лгу.,मैं झूठ बोल रहा हूँ।
I'm naive.,Я наивный.,मैं नादान हूँ.
I'm naked.,Я голый.,मैं नंगा हूँ.
I'm needy.,Я нуждаюсь.,मैं जरूरतमंद हूं.
I'm obese.,Я страдаю ожирением.,मैं मोटा हूँ.
I'm older.,Я старше.,मैं बड़ी हुँ।
I'm picky.,Я придирчив.,मैं नखरेबाज हूँ।
I'm pudgy.,Я пухлый.,मैं गुदगुदा रहा हूँ.
I'm quiet.,Я молчу.,मैं चुप हुँ।
I'm ready!,Я готов!,मैं तैयार हूं!
I'm ready.,Я готов.,मैं तैयार हूं।
I'm right.,Я прав.,मैं सही हूँ।
I'm short.,Я невысокий.,मेरा कद कम है।
I'm small.,Я маленький.,मैं छोटा हूं।
I'm smart.,Я умный.,मैं बुद्धिमान।
I'm sober.,Я трезв.,मैं शांत हूं।
I'm sorry.,Мне жаль.,मुझे माफ़ करें।
I'm stuck.,Я застрял.,मैं फँस गया हूँ।
I'm tense.,Я напряжен.,मैं तनावग्रस्त हूं.
I'm timid.,Я робкий.,मैं डरपोक हूं.
I'm tipsy.,Я подвыпивший.,मैं नशे में हूँ.
I'm tired.,Я устал.,मैं थक गया हूं।
I'm tough.,Я жесткая.,मैं सख्त हूँ।
I'm upset.,Я расстроен.,मैं परेशान हूँ।
I'm wrong.,Я не прав.,मैं गलत हूँ।
I'm young.,Я молод.,मैं जवान हूँ।
I'm yours.,Я твой.,मैं तुम्हारा हूँ
I've lost.,Я потерялся.,मैंने खोया।
Ignore it.,Игнорируй это.,इसे नजरअंदाज करो।
Is Tom OK?,Том в порядке?,क्या टॉम ठीक है?
Is Tom in?,Том дома?,क्या टॉम अंदर है?
Is he Tom?,Он Том?,क्या वह टॉम है?
Is it bad?,Это плохо?,क्या यह बुरा है?
Is it big?,Это большая?,क्या यह बड़ा है?
Is it far?,Это далеко?,क्या यह दूर है?
Is it hot?,Горячо?,क्या गर्मी है?
Is it new?,Это новое?,क्या यह नया है?
Is it you?,Это ты?,क्या यह आप है?
It burned.,Оно сгорело.,यह जल गया.
It failed.,Это не удалось.,यह असफल हो गया।
It rained.,Шел дождь.,बारिश हुई है।
It snowed.,Шел снег.,यह वरफ़ से ढक गया।
It stinks.,Оно воняет.,इससे बदबू आती है।
It worked.,Это сработало.,इसने काम किया।
It's 2:30.,Сейчас 2:30.,अभी 2:30 बजे हैं.
It's 3:30.,Сейчас 3:30.,अभी साढ़े तीन बजे हैं.
It's 7:45.,Сейчас 7:45.,अभी 7:45 बजे हैं.
It's 8:30.,Сейчас 8:30.,अभी 8:30 बजे हैं.
It's 9:15.,Сейчас 9:15.,अभी 9:15 बजे हैं.
It's a TV.,Это телевизор.,यह एक टीवी है.
It's dark.,Темно.,यह अंधेरा है।
It's dead.,Оно мертво.,यह मर चुका है।
It's done!,Готово!,यह हो चुका है!
It's done.,Готово.,यह हो चुका है।
It's easy.,Это просто.,यह आसान है।
It's fair.,Это честно.,यह उचित है।
It's food.,Его еда.,ये खाना है।
It's free.,Это бесплатно.,यह निःशुल्क है।
It's good.,Это хорошо.,अच्छी बात है।
It's hard.,Это сложно.,यह मुश्किल है।
It's here.,Это здесь.,यह यहाँ है।
It's hers.,Это ее.,यह उसका है।
It's huge.,Это огромная.,यह बहुत बड़ा है।
It's late.,Уже поздно.,उसे देर हो गई है.
It's lost.,Оно потеряно.,यह खो गया है.
It's mine.,Это мое.,यह मेरा है।
It's nice.,Мило.,यह अच्छा है।
It's okay.,Все нормально.,कोई बात नहीं।
It's open.,Открыто.,यह खुला है।
It's ours.,Это наше.,यह हमारा है।
It's over.,Все кончено.,सब खत्म हो गया।
It's sand.,Это песок.,यह रेत है.
It's time.,Пора.,यह समय है।
It's true!,Это правда!,यह सच है!
It's true.,Это правда.,यह सच है।
It's warm.,Тепло.,यह गर्म है।
Just swim.,Просто плавайте.,बस तैरो.
Keep away.,Держись подальше.,दूर रहो।
Keep back.,Держись подальше.,पीछे हटो।
Keep calm.,Сохранять спокойствие.,शांत रहें।
Keep cool.,Сохранять хладнокровие.,शांत रखें।
Keep down.,Подавлять.,नीचे रखें।
Keep them.,Держать их.,उन्हें रखो।
Keep this.,Держи это.,इसे रख लो।
Keep warm.,Держите в тепле.,सुरक्षित रखना।
Kill them.,Убей их.,मार डालो।
Leave Tom.,Оставь Тома.,टॉम को छोड़ो.
Leave now.,Уходи.,अब छोड़ दें।
Let it be.,Будь как будет.,जाने भी दो।
Let me go!,Отпусти меня!,मुझे जाने दो!
Let me go.,Отпусти меня.,मुझे जाने दो।
Let me in.,Впусти меня.,मुझे अंदर आने दो।
Let us in.,Впусти нас.,हमें अन्दर आने दो।
Let's ask.,Давай спросим.,चलौ पुंछतैं हैं।
Let's eat.,Давайте есть.,चलो खाते हैं।
Let's see.,Давайте посмотрим.,चलो देखते हैं।
Let's ski.,Давайте кататься на лыжах.,चलो स्की करें.
Let's try!,Давай попробуем!,आओ कोशिश करते हैं!
Let's try.,Давай попробуем.,आओ कोशिश करते हैं।
Lie still.,Лежи спокойно.,शांत लेटो।
Listen up.,Послушай.,सुनो।
Look away.,Посмотрите в сторону.,दूर देखो।
Look back!,Оглядываться!,पीछे देखना!
Look back.,Оглядываться.,पीछे देखना।
Look here.,Смотри сюда.,यहाँ देखो।
