Russian
Идти.
Привет.
Бегать!
Бегать.
ВОЗ?
Ух ты!
Я не плачу.
Я не ем.
Я не лгу.
Я задремал.
Я пил чай.
Я выкопал яму.
Я ем много.
Я ем один.
Я ем хлеб.
Я ем фрукты.
У меня плохое настроение.
Мне холодно.
Я хорошо себя чувствую.
Я чувствую себя потерянным.
Я чувствую себя в безопасности.
Меня тошнит.
Мне тепло.
Я чувствую слабость.
Мне было холодно.
Я почувствовал страх.
Я чувствовал себя в безопасности.
Я это почувствовал.
Я уволил Тома.
Я забыл это.
Я нашел Тома.
Я нашел тебя.
Мне скучно.
У меня есть работа.
Я разозлился.
Мне стало скучно.
У меня закружилась голова.
Я напился.
Меня оштрафовали.
Мне повезло.
Я застрял.
Меня взяли.
Я устал.
Я расстроился.
Я выращиваю рис.
"Думаю, нет."
У меня был кот.
У меня была работа.
У меня был сын.
Мне надо было уйти.
Я ненавижу летучих мышей.
Я ненавижу пиво.
Я ненавижу кошек.
Я ненавижу собак.
Я ненавижу рыбу.
Я ненавижу математику.
Я ненавижу мышей.
Я ненавижу молоко.
Я ненавижу дождь.
Я ненавижу крыс.
Я ненавижу песок.
Я ненавижу снег.
Я ненавижу это.
Я ненавижу их.
Я ненавижу это.
Я ненавижу вино.
Я ненавижу работу.
Я ненавидел Тома.
У меня есть 300 долларов.
У меня есть телевизор.
У меня есть наличные.
У меня есть глаза.
У меня есть еда.
У меня есть дети.
У меня есть больше.
У меня есть новости.
У меня есть время.
У меня есть вино.
Я слышу это.
Я слышал Тома.
Я слышал вас.
Я колебался.
Я нанял Тома.
Я знал это.
Я знаю это.
Я знаю это.
Мне нравится пиво.
Мне нравится синий.
Мне нравятся оба.
Я люблю котов.
Я люблю собак.
Мне нравится рыба.
Мне нравится джаз.
Мне нравятся дети.
Я люблю молоко.
Мне нравится горох.
Мне нравится свинина.
Мне нравится дождь.
Я люблю рис.
Мне нравится рок.
Мне нравится снег.
"Мне нравится, что."
Они мне нравятся.
Мне это нравится.
Мне нравится вино.
Мне понравился Том.
Я живу здесь.
Я потерял лицо.
Я люблю Мэри.
Я люблю говядину.
Я люблю пиво.
Я люблю котов.
Я люблю собак.
Я люблю осень.
Я люблю рыбу.
Я люблю гольф.
Я люблю детей.
Я люблю жизнь.
Я люблю рок.
Я люблю снег.
Я люблю суп.
Я люблю их.
Я любил Тома.
Я любил ее.
Я любил тебя.
Я приготовила рис.
Я сделал это.
"Я имею в виду, что."
Я испортил.
Я мог бы выиграть.
Я пропустил его.
Я должен спрятаться.
Я должен подчиниться.
Мне нужны наличные.
Я нуждаются в пище.
Мне нужен клей.
Мне нужна помощь.
Мне нужен мой.
Мне нужно больше.
Мне они нужны.
Мне нужно это.
Мне нужно время.
Мне нужно это.
Я никогда не плачу.
Я никогда не выигрываю.
Я часто катаюсь на лыжах.
Я часто выигрываю.
Я против этого.
Я проспал.
Я плачу налоги.
Я играю в гольф.
Я протестовал.
Я читаю по губам.
Я выздоровел.
Я жалею об этом.
Я сказал прекратить.
Я сказал что.
Я спас тебя.
Я видел НЛО.
Я видел собаку.
Я позаботился об этом.
Я вижу коробку.
Я вижу мальчика.
